case:concept:name,concept:name,a:id,time:timestamp,org:resource,type
c2358,QUALITY_CONTROL,4,2021-04-14 08:04:53.453592,1,EventType.ACTIVITY_COMPLETE
c2345,CREATE_INVOICE,7,2021-04-14 08:19:00.020471,5,EventType.ACTIVITY_COMPLETE
c2358,CREATE_INVOICE,5,2021-04-14 08:38:03.809933,31,EventType.ACTIVITY_COMPLETE
c2357,SHIPPING,8,2021-04-14 08:50:02.172764,44,EventType.ACTIVITY_COMPLETE
c2362,REPAIR,3,2021-04-14 08:51:27.458110,22,EventType.ACTIVITY_COMPLETE
c2361,REPAIR,3,2021-04-14 08:55:44.688280,19,EventType.ACTIVITY_COMPLETE
c2363,REPAIR,3,2021-04-14 08:57:53.459778,29,EventType.ACTIVITY_COMPLETE
c2364,RECEPTION,0,2021-04-14 09:56:12.543507,8,EventType.ACTIVITY_COMPLETE
c2359,CREATE_INVOICE,5,2021-04-14 10:00:54.700012,8,EventType.ACTIVITY_COMPLETE
c2365,RECEPTION,0,2021-04-14 10:18:53.298502,38,EventType.ACTIVITY_COMPLETE
c2358,SHIPPING,6,2021-04-14 10:38:32.886027,14,EventType.ACTIVITY_COMPLETE
c2353,CREATE_INVOICE,7,2021-04-14 10:39:46.738002,7,EventType.ACTIVITY_COMPLETE
c2362,QUALITY_CONTROL,4,2021-04-14 10:48:00.737764,24,EventType.ACTIVITY_COMPLETE
c2361,QUALITY_CONTROL,4,2021-04-14 10:52:16.611461,16,EventType.ACTIVITY_COMPLETE
c2366,RECEPTION,0,2021-04-14 11:09:38.801386,35,EventType.ACTIVITY_COMPLETE
c2363,QUALITY_CONTROL,4,2021-04-14 11:10:31.989104,13,EventType.ACTIVITY_COMPLETE
c2367,RECEPTION,0,2021-04-14 11:17:31.843695,0,EventType.ACTIVITY_COMPLETE
c2363,CREATE_INVOICE,5,2021-04-14 11:25:05.397813,16,EventType.ACTIVITY_COMPLETE
c2360,REPAIR,3,2021-04-14 11:56:19.546633,28,EventType.ACTIVITY_COMPLETE
c2365,ACKNOWLEDGEMENT,2,2021-04-14 13:25:23.596946,32,EventType.ACTIVITY_COMPLETE
c2360,QUALITY_CONTROL,4,2021-04-14 13:46:02.560604,44,EventType.ACTIVITY_COMPLETE
c2345,SHIPPING,8,2021-04-14 13:51:50.582965,3,EventType.ACTIVITY_COMPLETE
c2346,REPAIR,11,2021-04-14 13:59:22.980064,6,EventType.ACTIVITY_COMPLETE
c2353,SHIPPING,8,2021-04-14 14:27:07.983793,22,EventType.ACTIVITY_COMPLETE
c2346,QUALITY_CONTROL,12,2021-04-14 14:29:47.176700,28,EventType.ACTIVITY_COMPLETE
c2360,CREATE_INVOICE,5,2021-04-14 14:47:12.407696,19,EventType.ACTIVITY_COMPLETE
c2359,SHIPPING,6,2021-04-14 14:47:24.743853,26,EventType.ACTIVITY_COMPLETE
c2340,REPAIR,11,2021-04-14 15:07:17.355793,12,EventType.ACTIVITY_COMPLETE
c2346,CREATE_INVOICE,13,2021-04-14 15:33:14.283100,38,EventType.ACTIVITY_COMPLETE
c2340,QUALITY_CONTROL,12,2021-04-14 15:35:54.567379,15,EventType.ACTIVITY_COMPLETE
c2365,DISASSEMBLY,1,2021-04-14 15:49:04.665576,43,EventType.ACTIVITY_COMPLETE
c2363,SHIPPING,6,2021-04-14 16:09:38.848982,41,EventType.ACTIVITY_COMPLETE
c2366,ACKNOWLEDGEMENT,2,2021-04-14 16:33:20.848547,45,EventType.ACTIVITY_COMPLETE
c2364,DISASSEMBLY,1,2021-04-14 16:36:38.444782,4,EventType.ACTIVITY_COMPLETE
c2367,DISASSEMBLY,1,2021-04-14 16:38:17.137969,37,EventType.ACTIVITY_COMPLETE
c2340,CREATE_INVOICE,13,2021-04-14 16:52:23.885565,32,EventType.ACTIVITY_COMPLETE
c2366,DISASSEMBLY,1,2021-04-14 17:11:30.993114,35,EventType.ACTIVITY_COMPLETE
c2360,SHIPPING,6,2021-04-14 17:45:13.504670,22,EventType.ACTIVITY_COMPLETE
c2346,SHIPPING,14,2021-04-14 18:19:05.097271,38,EventType.ACTIVITY_COMPLETE
c2364,ACKNOWLEDGEMENT,2,2021-04-14 18:34:02.260017,5,EventType.ACTIVITY_COMPLETE
c2365,REPAIR,3,2021-04-14 18:44:24.256058,27,EventType.ACTIVITY_COMPLETE
c2366,REPAIR,3,2021-04-14 18:57:28.649035,15,EventType.ACTIVITY_COMPLETE
c2361,REPAIR,5,2021-04-14 19:03:46.637799,48,EventType.ACTIVITY_COMPLETE
c2348,CREATE_INVOICE,7,2021-04-14 19:09:10.122867,20,EventType.ACTIVITY_COMPLETE
c2362,REPAIR,5,2021-04-14 19:10:18.773387,40,EventType.ACTIVITY_COMPLETE
c2340,SHIPPING,14,2021-04-14 19:55:35.628550,32,EventType.ACTIVITY_COMPLETE
c2365,QUALITY_CONTROL,4,2021-04-14 20:35:18.543539,15,EventType.ACTIVITY_COMPLETE
c2367,ACKNOWLEDGEMENT,2,2021-04-14 21:18:24.405000,24,EventType.ACTIVITY_COMPLETE
c2369,RECEPTION,0,2021-04-14 21:31:34.378193,4,EventType.ACTIVITY_COMPLETE
c2364,REPAIR,3,2021-04-14 21:38:04.269853,0,EventType.ACTIVITY_COMPLETE
c2368,RECEPTION,0,2021-04-14 23:10:40.940456,44,EventType.ACTIVITY_COMPLETE
c2361,QUALITY_CONTROL,6,2021-04-15 06:53:17.716722,35,EventType.ACTIVITY_COMPLETE
c2361,CREATE_INVOICE,7,2021-04-15 07:17:27.265863,37,EventType.ACTIVITY_COMPLETE
c2362,QUALITY_CONTROL,6,2021-04-15 07:18:56.540584,48,EventType.ACTIVITY_COMPLETE
c2366,QUALITY_CONTROL,4,2021-04-15 07:33:53.058440,30,EventType.ACTIVITY_COMPLETE
c2367,REPAIR,3,2021-04-15 08:00:39.993062,1,EventType.ACTIVITY_COMPLETE
c2366,CREATE_INVOICE,5,2021-04-15 08:06:13.514869,32,EventType.ACTIVITY_COMPLETE
c2371,RECEPTION,0,2021-04-15 08:10:57.111458,14,EventType.ACTIVITY_COMPLETE
c2348,SHIPPING,8,2021-04-15 08:19:43.044434,34,EventType.ACTIVITY_COMPLETE
c2369,ACKNOWLEDGEMENT,2,2021-04-15 08:27:11.484759,47,EventType.ACTIVITY_COMPLETE
c2364,QUALITY_CONTROL,4,2021-04-15 08:57:27.730602,35,EventType.ACTIVITY_COMPLETE
c2364,CREATE_INVOICE,5,2021-04-15 09:14:39.871680,8,EventType.ACTIVITY_COMPLETE
c2368,ACKNOWLEDGEMENT,2,2021-04-15 09:16:09.492421,15,EventType.ACTIVITY_COMPLETE
c2372,RECEPTION,0,2021-04-15 09:34:37.272150,4,EventType.ACTIVITY_COMPLETE
c2367,QUALITY_CONTROL,4,2021-04-15 09:45:55.633193,48,EventType.ACTIVITY_COMPLETE
c2362,CREATE_INVOICE,7,2021-04-15 10:15:53.208010,45,EventType.ACTIVITY_COMPLETE
c2369,DISASSEMBLY,1,2021-04-15 11:45:07.276532,20,EventType.ACTIVITY_COMPLETE
c2370,RECEPTION,0,2021-04-15 11:48:04.190483,0,EventType.ACTIVITY_COMPLETE
c2361,SHIPPING,8,2021-04-15 12:31:01.223829,8,EventType.ACTIVITY_COMPLETE
c2371,ACKNOWLEDGEMENT,2,2021-04-15 12:51:37.363430,25,EventType.ACTIVITY_COMPLETE
c2362,SHIPPING,8,2021-04-15 13:10:40.057827,48,EventType.ACTIVITY_COMPLETE
c2366,SHIPPING,6,2021-04-15 13:39:36.355808,30,EventType.ACTIVITY_COMPLETE
c2368,DISASSEMBLY,1,2021-04-15 13:48:18.763194,2,EventType.ACTIVITY_COMPLETE
c2364,SHIPPING,6,2021-04-15 13:53:58.280953,44,EventType.ACTIVITY_COMPLETE
c2371,DISASSEMBLY,1,2021-04-15 13:58:37.522163,12,EventType.ACTIVITY_COMPLETE
c2369,REPAIR,3,2021-04-15 14:02:06.508828,22,EventType.ACTIVITY_COMPLETE
c2372,ACKNOWLEDGEMENT,2,2021-04-15 14:54:13.165727,32,EventType.ACTIVITY_COMPLETE
c2370,ACKNOWLEDGEMENT,2,2021-04-15 15:00:07.415123,20,EventType.ACTIVITY_COMPLETE
c2372,DISASSEMBLY,1,2021-04-15 15:10:28.506456,33,EventType.ACTIVITY_COMPLETE
c2368,REPAIR,3,2021-04-15 15:29:22.842230,31,EventType.ACTIVITY_COMPLETE
c2369,QUALITY_CONTROL,4,2021-04-15 16:14:59.537117,23,EventType.ACTIVITY_COMPLETE
c2373,RECEPTION,0,2021-04-15 16:26:53.810457,46,EventType.ACTIVITY_COMPLETE
c2368,QUALITY_CONTROL,4,2021-04-15 17:13:28.606080,32,EventType.ACTIVITY_COMPLETE
c2367,REPAIR,5,2021-04-15 17:51:24.650902,6,EventType.ACTIVITY_COMPLETE
c2372,REPAIR,3,2021-04-15 18:08:20.866531,47,EventType.ACTIVITY_COMPLETE
c2373,ACKNOWLEDGEMENT,2,2021-04-15 18:20:28.122696,0,EventType.ACTIVITY_COMPLETE
c2370,DISASSEMBLY,1,2021-04-15 18:30:51.538962,1,EventType.ACTIVITY_COMPLETE
c2367,QUALITY_CONTROL,6,2021-04-15 18:44:10.983577,3,EventType.ACTIVITY_COMPLETE
c2374,RECEPTION,0,2021-04-15 19:54:33.847820,48,EventType.ACTIVITY_COMPLETE
c2372,QUALITY_CONTROL,4,2021-04-15 20:12:13.467509,31,EventType.ACTIVITY_COMPLETE
c2371,REPAIR,3,2021-04-15 20:17:04.335641,25,EventType.ACTIVITY_COMPLETE
c2370,REPAIR,3,2021-04-15 20:44:49.383440,0,EventType.ACTIVITY_COMPLETE
c2369,CREATE_INVOICE,5,2021-04-15 23:29:39.025569,19,EventType.ACTIVITY_COMPLETE
c2373,DISASSEMBLY,1,2021-04-15 23:35:08.725768,2,EventType.ACTIVITY_COMPLETE
c2375,RECEPTION,0,2021-04-15 23:49:15.787891,1,EventType.ACTIVITY_COMPLETE
c2368,REPAIR,5,2021-04-16 00:35:28.118142,43,EventType.ACTIVITY_COMPLETE
c2367,CREATE_INVOICE,7,2021-04-16 00:42:12.772497,3,EventType.ACTIVITY_COMPLETE
c2365,CREATE_INVOICE,5,2021-04-16 02:01:07.109199,5,EventType.ACTIVITY_COMPLETE
c2368,QUALITY_CONTROL,6,2021-04-16 07:02:05.543415,29,EventType.ACTIVITY_COMPLETE
c2377,RECEPTION,0,2021-04-16 07:13:45.623787,42,EventType.ACTIVITY_COMPLETE
c2368,CREATE_INVOICE,7,2021-04-16 07:40:04.577029,18,EventType.ACTIVITY_COMPLETE
c2370,QUALITY_CONTROL,4,2021-04-16 08:00:01.698565,49,EventType.ACTIVITY_COMPLETE
c2371,QUALITY_CONTROL,4,2021-04-16 08:09:44.241249,44,EventType.ACTIVITY_COMPLETE
c2373,REPAIR,3,2021-04-16 08:32:58.579240,34,EventType.ACTIVITY_COMPLETE
c2380,RECEPTION,0,2021-04-16 09:16:49.771247,32,EventType.ACTIVITY_COMPLETE
c2376,RECEPTION,0,2021-04-16 09:25:31.651093,9,EventType.ACTIVITY_COMPLETE
c2373,QUALITY_CONTROL,4,2021-04-16 10:24:29.979597,19,EventType.ACTIVITY_COMPLETE
c2369,SHIPPING,6,2021-04-16 10:30:42.503516,36,EventType.ACTIVITY_COMPLETE
c2368,SHIPPING,8,2021-04-16 10:32:09.422885,24,EventType.ACTIVITY_COMPLETE
c2379,RECEPTION,0,2021-04-16 10:32:29.863904,37,EventType.ACTIVITY_COMPLETE
c2372,CREATE_INVOICE,5,2021-04-16 10:32:43.362772,10,EventType.ACTIVITY_COMPLETE
c2365,SHIPPING,6,2021-04-16 11:03:37.885913,6,EventType.ACTIVITY_COMPLETE
c2378,RECEPTION,0,2021-04-16 11:11:10.507155,1,EventType.ACTIVITY_COMPLETE
c2375,DISASSEMBLY,1,2021-04-16 11:17:22.041767,13,EventType.ACTIVITY_COMPLETE
c2376,ACKNOWLEDGEMENT,2,2021-04-16 12:07:18.114374,47,EventType.ACTIVITY_COMPLETE
c2374,DISASSEMBLY,1,2021-04-16 12:54:31.384217,17,EventType.ACTIVITY_COMPLETE
c2372,SHIPPING,6,2021-04-16 12:58:22.714280,36,EventType.ACTIVITY_COMPLETE
c2379,ACKNOWLEDGEMENT,2,2021-04-16 13:10:32.786680,29,EventType.ACTIVITY_COMPLETE
c2381,RECEPTION,0,2021-04-16 13:20:52.199958,4,EventType.ACTIVITY_COMPLETE
c2367,SHIPPING,8,2021-04-16 13:21:38.869476,28,EventType.ACTIVITY_COMPLETE
c2377,ACKNOWLEDGEMENT,2,2021-04-16 13:41:26.264989,39,EventType.ACTIVITY_COMPLETE
c2377,DISASSEMBLY,1,2021-04-16 13:46:00.428950,38,EventType.ACTIVITY_COMPLETE
c2375,ACKNOWLEDGEMENT,2,2021-04-16 13:53:35.134792,14,EventType.ACTIVITY_COMPLETE
c2376,DISASSEMBLY,1,2021-04-16 14:36:23.791137,44,EventType.ACTIVITY_COMPLETE
c2383,RECEPTION,0,2021-04-16 15:05:49.343325,11,EventType.ACTIVITY_COMPLETE
c2380,DISASSEMBLY,1,2021-04-16 15:08:11.132503,45,EventType.ACTIVITY_COMPLETE
c2377,REPAIR,3,2021-04-16 15:20:58.522938,39,EventType.ACTIVITY_COMPLETE
c2382,RECEPTION,0,2021-04-16 15:28:15.563103,47,EventType.ACTIVITY_COMPLETE
c2378,DISASSEMBLY,1,2021-04-16 15:41:06.727684,37,EventType.ACTIVITY_COMPLETE
c2371,REPAIR,5,2021-04-16 15:47:59.286672,42,EventType.ACTIVITY_COMPLETE
c2379,DISASSEMBLY,1,2021-04-16 16:11:26.584864,46,EventType.ACTIVITY_COMPLETE
c2378,ACKNOWLEDGEMENT,2,2021-04-16 16:59:34.858498,19,EventType.ACTIVITY_COMPLETE
c2377,QUALITY_CONTROL,4,2021-04-16 17:32:08.147832,39,EventType.ACTIVITY_COMPLETE
c2375,REPAIR,3,2021-04-16 17:32:53.216514,28,EventType.ACTIVITY_COMPLETE
c2380,ACKNOWLEDGEMENT,2,2021-04-16 17:39:06.107518,2,EventType.ACTIVITY_COMPLETE
c2381,ACKNOWLEDGEMENT,2,2021-04-16 17:51:48.130519,36,EventType.ACTIVITY_COMPLETE
c2376,REPAIR,3,2021-04-16 18:23:44.153169,8,EventType.ACTIVITY_COMPLETE
c2373,REPAIR,5,2021-04-16 19:11:58.809020,32,EventType.ACTIVITY_COMPLETE
c2381,DISASSEMBLY,1,2021-04-16 20:52:28.746810,10,EventType.ACTIVITY_COMPLETE
c2383,DISASSEMBLY,1,2021-04-16 22:17:56.182551,9,EventType.ACTIVITY_COMPLETE
c2356,CREATE_INVOICE,7,2021-04-16 22:18:34.439462,23,EventType.ACTIVITY_COMPLETE
c2382,DISASSEMBLY,1,2021-04-16 23:12:25.041301,47,EventType.ACTIVITY_COMPLETE
c2382,ACKNOWLEDGEMENT,2,2021-04-17 02:35:09.216520,42,EventType.ACTIVITY_COMPLETE
c2383,ACKNOWLEDGEMENT,2,2021-04-17 02:37:17.649682,24,EventType.ACTIVITY_COMPLETE
c2374,ACKNOWLEDGEMENT,2,2021-04-17 03:45:55.414831,35,EventType.ACTIVITY_COMPLETE
c2370,CREATE_INVOICE,5,2021-04-17 07:24:13.947677,48,EventType.ACTIVITY_COMPLETE
c2373,QUALITY_CONTROL,6,2021-04-19 06:54:30.740309,0,EventType.ACTIVITY_COMPLETE
c2371,QUALITY_CONTROL,6,2021-04-19 07:01:32.532351,9,EventType.ACTIVITY_COMPLETE
c2373,CREATE_INVOICE,7,2021-04-19 07:35:27.337385,9,EventType.ACTIVITY_COMPLETE
c2381,REPAIR,3,2021-04-19 07:43:11.305664,37,EventType.ACTIVITY_COMPLETE
c2376,QUALITY_CONTROL,4,2021-04-19 07:54:29.871692,16,EventType.ACTIVITY_COMPLETE
c2375,QUALITY_CONTROL,4,2021-04-19 07:56:18.272029,5,EventType.ACTIVITY_COMPLETE
c2356,SHIPPING,8,2021-04-19 07:58:13.352537,28,EventType.ACTIVITY_COMPLETE
c2379,REPAIR,3,2021-04-19 08:14:59.644156,20,EventType.ACTIVITY_COMPLETE
c2377,CREATE_INVOICE,5,2021-04-19 09:04:12.745729,33,EventType.ACTIVITY_COMPLETE
c2388,RECEPTION,0,2021-04-19 09:48:39.307660,36,EventType.ACTIVITY_COMPLETE
c2381,QUALITY_CONTROL,4,2021-04-19 10:02:55.899646,5,EventType.ACTIVITY_COMPLETE
c2379,QUALITY_CONTROL,4,2021-04-19 10:11:10.265107,27,EventType.ACTIVITY_COMPLETE
c2379,CREATE_INVOICE,5,2021-04-19 10:32:24.952365,11,EventType.ACTIVITY_COMPLETE
c2378,REPAIR,3,2021-04-19 10:33:22.299368,46,EventType.ACTIVITY_COMPLETE
c2383,REPAIR,3,2021-04-19 10:34:19.781080,34,EventType.ACTIVITY_COMPLETE
c2382,REPAIR,3,2021-04-19 10:36:29.314485,47,EventType.ACTIVITY_COMPLETE
c2370,SHIPPING,6,2021-04-19 10:45:23.497393,26,EventType.ACTIVITY_COMPLETE
c2377,SHIPPING,6,2021-04-19 10:47:17.862771,18,EventType.ACTIVITY_COMPLETE
c2391,RECEPTION,0,2021-04-19 10:48:45.694574,37,EventType.ACTIVITY_COMPLETE
c2389,RECEPTION,0,2021-04-19 11:13:22.648236,35,EventType.ACTIVITY_COMPLETE
c2374,REPAIR,3,2021-04-19 11:18:25.688550,1,EventType.ACTIVITY_COMPLETE
c2385,RECEPTION,0,2021-04-19 11:44:22.280591,15,EventType.ACTIVITY_COMPLETE
c2384,RECEPTION,0,2021-04-19 12:23:53.533435,0,EventType.ACTIVITY_COMPLETE
c2390,RECEPTION,0,2021-04-19 12:31:44.714335,31,EventType.ACTIVITY_COMPLETE
c2382,QUALITY_CONTROL,4,2021-04-19 12:32:01.241153,49,EventType.ACTIVITY_COMPLETE
c2378,QUALITY_CONTROL,4,2021-04-19 12:35:11.439917,20,EventType.ACTIVITY_COMPLETE
c2383,QUALITY_CONTROL,4,2021-04-19 12:53:44.258037,40,EventType.ACTIVITY_COMPLETE
c2373,SHIPPING,8,2021-04-19 12:59:48.481232,16,EventType.ACTIVITY_COMPLETE
c2374,QUALITY_CONTROL,4,2021-04-19 13:21:07.635503,11,EventType.ACTIVITY_COMPLETE
c2381,CREATE_INVOICE,5,2021-04-19 13:24:26.085784,33,EventType.ACTIVITY_COMPLETE
c2387,RECEPTION,0,2021-04-19 13:41:34.511259,4,EventType.ACTIVITY_COMPLETE
c2378,CREATE_INVOICE,5,2021-04-19 13:42:11.593016,16,EventType.ACTIVITY_COMPLETE
c2380,REPAIR,3,2021-04-19 14:09:17.443747,25,EventType.ACTIVITY_COMPLETE
c2392,RECEPTION,0,2021-04-19 14:18:20.284803,36,EventType.ACTIVITY_COMPLETE
c2379,SHIPPING,6,2021-04-19 14:44:43.267166,27,EventType.ACTIVITY_COMPLETE
c2391,ACKNOWLEDGEMENT,2,2021-04-19 15:01:45.432490,46,EventType.ACTIVITY_COMPLETE
c2389,ACKNOWLEDGEMENT,2,2021-04-19 15:04:59.179150,8,EventType.ACTIVITY_COMPLETE
c2391,DISASSEMBLY,1,2021-04-19 15:12:30.153149,18,EventType.ACTIVITY_COMPLETE
c2390,ACKNOWLEDGEMENT,2,2021-04-19 15:35:16.592488,49,EventType.ACTIVITY_COMPLETE
c2393,RECEPTION,0,2021-04-19 15:35:35.890251,11,EventType.ACTIVITY_COMPLETE
c2380,QUALITY_CONTROL,4,2021-04-19 16:00:36.543021,42,EventType.ACTIVITY_COMPLETE
c2376,REPAIR,5,2021-04-19 16:01:57.932563,28,EventType.ACTIVITY_COMPLETE
c2388,ACKNOWLEDGEMENT,2,2021-04-19 16:08:10.101358,3,EventType.ACTIVITY_COMPLETE
c2371,CREATE_INVOICE,7,2021-04-19 16:08:18.180247,9,EventType.ACTIVITY_COMPLETE
c2386,RECEPTION,0,2021-04-19 16:11:11.639645,2,EventType.ACTIVITY_COMPLETE
c2375,REPAIR,5,2021-04-19 16:13:34.917824,43,EventType.ACTIVITY_COMPLETE
c2389,DISASSEMBLY,1,2021-04-19 16:13:57.658727,37,EventType.ACTIVITY_COMPLETE
c2387,ACKNOWLEDGEMENT,2,2021-04-19 16:14:46.340617,4,EventType.ACTIVITY_COMPLETE
c2384,ACKNOWLEDGEMENT,2,2021-04-19 16:17:14.553466,15,EventType.ACTIVITY_COMPLETE
c2392,ACKNOWLEDGEMENT,2,2021-04-19 16:17:47.136009,25,EventType.ACTIVITY_COMPLETE
c2384,DISASSEMBLY,1,2021-04-19 16:28:49.130143,26,EventType.ACTIVITY_COMPLETE
c2385,ACKNOWLEDGEMENT,2,2021-04-19 16:30:12.555491,47,EventType.ACTIVITY_COMPLETE
c2388,DISASSEMBLY,1,2021-04-19 16:41:12.252285,17,EventType.ACTIVITY_COMPLETE
c2376,QUALITY_CONTROL,6,2021-04-19 17:05:48.187512,49,EventType.ACTIVITY_COMPLETE
c2381,SHIPPING,6,2021-04-19 17:20:08.508752,48,EventType.ACTIVITY_COMPLETE
c2375,QUALITY_CONTROL,6,2021-04-19 17:34:36.252407,45,EventType.ACTIVITY_COMPLETE
c2385,DISASSEMBLY,1,2021-04-19 17:34:38.605405,34,EventType.ACTIVITY_COMPLETE
c2378,SHIPPING,6,2021-04-19 17:50:04.204554,47,EventType.ACTIVITY_COMPLETE
c2375,CREATE_INVOICE,7,2021-04-19 18:16:50.594566,45,EventType.ACTIVITY_COMPLETE
c2391,REPAIR,3,2021-04-19 18:59:49.760333,33,EventType.ACTIVITY_COMPLETE
c2387,DISASSEMBLY,1,2021-04-19 19:09:09.889907,32,EventType.ACTIVITY_COMPLETE
c2390,DISASSEMBLY,1,2021-04-19 19:22:11.047487,31,EventType.ACTIVITY_COMPLETE
c2376,CREATE_INVOICE,7,2021-04-19 19:35:52.163532,37,EventType.ACTIVITY_COMPLETE
c2389,REPAIR,3,2021-04-19 19:51:33.100336,3,EventType.ACTIVITY_COMPLETE
c2384,REPAIR,3,2021-04-19 20:09:58.193060,26,EventType.ACTIVITY_COMPLETE
c2382,REPAIR,5,2021-04-19 20:25:27.961364,20,EventType.ACTIVITY_COMPLETE
c2371,SHIPPING,8,2021-04-19 20:26:25.253624,46,EventType.ACTIVITY_COMPLETE
c2393,ACKNOWLEDGEMENT,2,2021-04-19 20:48:16.457907,29,EventType.ACTIVITY_COMPLETE
c2392,DISASSEMBLY,1,2021-04-19 20:51:58.603909,39,EventType.ACTIVITY_COMPLETE
c2393,DISASSEMBLY,1,2021-04-19 21:21:05.637450,11,EventType.ACTIVITY_COMPLETE
c2385,REPAIR,3,2021-04-19 21:44:36.689048,34,EventType.ACTIVITY_COMPLETE
c2386,ACKNOWLEDGEMENT,2,2021-04-19 21:52:09.819933,42,EventType.ACTIVITY_COMPLETE
c2386,DISASSEMBLY,1,2021-04-19 22:00:08.917786,2,EventType.ACTIVITY_COMPLETE
c2375,SHIPPING,8,2021-04-19 22:38:05.221099,36,EventType.ACTIVITY_COMPLETE
c2388,REPAIR,3,2021-04-19 23:23:44.014706,18,EventType.ACTIVITY_COMPLETE
c2394,RECEPTION,0,2021-04-20 00:02:47.368124,15,EventType.ACTIVITY_COMPLETE
c2382,QUALITY_CONTROL,6,2021-04-20 06:49:48.127514,4,EventType.ACTIVITY_COMPLETE
c2389,QUALITY_CONTROL,4,2021-04-20 07:49:56.945120,33,EventType.ACTIVITY_COMPLETE
c2387,REPAIR,3,2021-04-20 07:50:53.789856,10,EventType.ACTIVITY_COMPLETE
c2389,CREATE_INVOICE,5,2021-04-20 07:56:34.035648,33,EventType.ACTIVITY_COMPLETE
c2384,QUALITY_CONTROL,4,2021-04-20 08:10:28.364629,28,EventType.ACTIVITY_COMPLETE
c2391,QUALITY_CONTROL,4,2021-04-20 08:20:03.433736,46,EventType.ACTIVITY_COMPLETE
c2392,REPAIR,3,2021-04-20 08:32:52.290397,16,EventType.ACTIVITY_COMPLETE
c2385,QUALITY_CONTROL,4,2021-04-20 08:52:24.479776,11,EventType.ACTIVITY_COMPLETE
c2388,QUALITY_CONTROL,4,2021-04-20 08:56:52.429732,21,EventType.ACTIVITY_COMPLETE
c2376,SHIPPING,8,2021-04-20 09:02:53.246962,44,EventType.ACTIVITY_COMPLETE
c2387,QUALITY_CONTROL,4,2021-04-20 09:42:59.991486,10,EventType.ACTIVITY_COMPLETE
c2396,RECEPTION,0,2021-04-20 09:43:39.314531,6,EventType.ACTIVITY_COMPLETE
c2385,CREATE_INVOICE,5,2021-04-20 09:48:46.299692,11,EventType.ACTIVITY_COMPLETE
c2397,RECEPTION,0,2021-04-20 09:52:39.605027,35,EventType.ACTIVITY_COMPLETE
c2387,CREATE_INVOICE,5,2021-04-20 09:54:19.833124,15,EventType.ACTIVITY_COMPLETE
c2380,CREATE_INVOICE,5,2021-04-20 09:56:27.804489,16,EventType.ACTIVITY_COMPLETE
c2388,CREATE_INVOICE,5,2021-04-20 10:04:03.146379,30,EventType.ACTIVITY_COMPLETE
c2398,RECEPTION,0,2021-04-20 10:24:21.413129,25,EventType.ACTIVITY_COMPLETE
c2392,QUALITY_CONTROL,4,2021-04-20 10:28:23.207088,23,EventType.ACTIVITY_COMPLETE
c2386,REPAIR,3,2021-04-20 10:56:54.260171,20,EventType.ACTIVITY_COMPLETE
c2391,CREATE_INVOICE,5,2021-04-20 11:00:00.022462,46,EventType.ACTIVITY_COMPLETE
c2390,REPAIR,3,2021-04-20 11:07:55.460412,48,EventType.ACTIVITY_COMPLETE
c2399,RECEPTION,0,2021-04-20 11:28:49.519942,9,EventType.ACTIVITY_COMPLETE
c2393,REPAIR,3,2021-04-20 11:40:37.236641,4,EventType.ACTIVITY_COMPLETE
c2394,ACKNOWLEDGEMENT,2,2021-04-20 12:12:36.442496,13,EventType.ACTIVITY_COMPLETE
c2389,SHIPPING,6,2021-04-20 12:29:54.883620,33,EventType.ACTIVITY_COMPLETE
c2386,QUALITY_CONTROL,4,2021-04-20 12:36:52.008174,20,EventType.ACTIVITY_COMPLETE
c2400,RECEPTION,0,2021-04-20 12:45:47.409438,36,EventType.ACTIVITY_COMPLETE
c2390,QUALITY_CONTROL,4,2021-04-20 13:10:14.102054,28,EventType.ACTIVITY_COMPLETE
c2382,CREATE_INVOICE,7,2021-04-20 13:12:06.047216,12,EventType.ACTIVITY_COMPLETE
c2385,SHIPPING,6,2021-04-20 13:16:38.775974,6,EventType.ACTIVITY_COMPLETE
c2394,DISASSEMBLY,1,2021-04-20 13:20:35.748581,45,EventType.ACTIVITY_COMPLETE
c2380,SHIPPING,6,2021-04-20 13:25:36.565814,35,EventType.ACTIVITY_COMPLETE
c2393,QUALITY_CONTROL,4,2021-04-20 13:43:14.494852,25,EventType.ACTIVITY_COMPLETE
c2393,CREATE_INVOICE,5,2021-04-20 14:02:13.588532,6,EventType.ACTIVITY_COMPLETE
c2396,ACKNOWLEDGEMENT,2,2021-04-20 14:26:10.415705,44,EventType.ACTIVITY_COMPLETE
c2402,RECEPTION,0,2021-04-20 14:41:13.320009,30,EventType.ACTIVITY_COMPLETE
c2391,SHIPPING,6,2021-04-20 14:56:52.344235,11,EventType.ACTIVITY_COMPLETE
c2386,CREATE_INVOICE,5,2021-04-20 15:21:10.439505,23,EventType.ACTIVITY_COMPLETE
c2401,RECEPTION,0,2021-04-20 15:45:06.205255,31,EventType.ACTIVITY_COMPLETE
c2387,SHIPPING,6,2021-04-20 15:51:23.075026,15,EventType.ACTIVITY_COMPLETE
c2388,SHIPPING,6,2021-04-20 15:53:49.602132,38,EventType.ACTIVITY_COMPLETE
c2394,REPAIR,3,2021-04-20 16:02:30.831760,45,EventType.ACTIVITY_COMPLETE
